starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 00:12:52 2015	1428639172	64	45	109	39
Fri Apr 10 00:12:52 2015	1428639172	66	44	110	42
Fri Apr 10 00:12:51 2015	1428639171	63	47	110	42
Fri Apr 10 00:12:50 2015	1428639170	67	44	111	42
Fri Apr 10 00:12:50 2015	1428639170	66	47	114	46
Fri Apr 10 00:12:50 2015	1428639170	72	42	114	40
Fri Apr 10 00:12:52 2015	1428639172	68	46	114	45
Fri Apr 10 00:12:51 2015	1428639171	69	47	116	45
Fri Apr 10 00:12:51 2015	1428639171	75	45	120	42
Fri Apr 10 00:12:51 2015	1428639171	73	47	120	44
Fri Apr 10 00:12:51 2015	1428639171	70	50	120	46
Fri Apr 10 00:12:51 2015	1428639171	75	45	120	41
Fri Apr 10 00:12:52 2015	1428639172	72	48	121	44
Fri Apr 10 00:12:51 2015	1428639171	72	53	125	49
Fri Apr 10 00:12:52 2015	1428639172	78	47	125	43
Fri Apr 10 00:12:50 2015	1428639170	88	42	130	40
Fri Apr 10 00:12:52 2015	1428639172	80	51	131	50
Fri Apr 10 00:12:50 2015	1428639170	96	40	136	38
Fri Apr 10 00:12:51 2015	1428639171	100	44	144	43
Fri Apr 10 00:12:50 2015	1428639170	116	49	165	45
