starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 06:58:58 2015	1428577138	67	27	94	26
Thu Apr 09 06:59:00 2015	1428577140	64	33	97	26
Thu Apr 09 06:58:59 2015	1428577139	70	29	99	24
Thu Apr 09 06:58:57 2015	1428577137	68	32	99	29
Thu Apr 09 06:58:59 2015	1428577139	69	31	100	25
Thu Apr 09 06:59:00 2015	1428577140	72	28	100	26
Thu Apr 09 06:58:58 2015	1428577138	76	26	102	25
Thu Apr 09 06:59:00 2015	1428577140	75	29	104	25
Thu Apr 09 06:58:57 2015	1428577137	75	29	104	27
Thu Apr 09 06:58:58 2015	1428577138	78	27	105	26
Thu Apr 09 06:59:00 2015	1428577140	77	30	106	24
Thu Apr 09 06:58:59 2015	1428577139	81	29	110	25
Thu Apr 09 06:58:59 2015	1428577139	82	32	115	31
Thu Apr 09 06:58:59 2015	1428577139	82	33	115	31
Thu Apr 09 06:58:58 2015	1428577138	84	35	119	34
Thu Apr 09 06:58:57 2015	1428577137	84	34	119	32
Thu Apr 09 06:59:00 2015	1428577140	82	37	119	33
Thu Apr 09 06:58:59 2015	1428577139	84	35	119	31
Thu Apr 09 06:58:58 2015	1428577138	84	36	120	32
Thu Apr 09 06:59:00 2015	1428577140	83	37	120	33
Thu Apr 09 06:58:58 2015	1428577138	96	25	121	24
Thu Apr 09 06:58:58 2015	1428577138	86	36	122	32
Thu Apr 09 06:58:57 2015	1428577137	82	40	122	40
Thu Apr 09 06:58:59 2015	1428577139	84	39	123	38
Thu Apr 09 06:58:58 2015	1428577138	89	35	124	33
Thu Apr 09 06:58:58 2015	1428577138	84	41	125	37
Thu Apr 09 06:58:59 2015	1428577139	99	30	129	26
Thu Apr 09 06:59:00 2015	1428577140	89	41	130	37
Thu Apr 09 06:58:57 2015	1428577137	101	35	136	32
Thu Apr 09 06:59:00 2015	1428577140	114	41	155	35
