starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 01:09:39 2015	1428556179	68	252	319	247
Thu Apr 09 01:09:53 2015	1428556193	65	266	332	264
Thu Apr 09 01:09:38 2015	1428556178	71	268	339	265
Thu Apr 09 01:09:54 2015	1428556194	73	272	345	270
Thu Apr 09 01:09:37 2015	1428556177	85	265	350	264
Thu Apr 09 01:09:42 2015	1428556182	76	279	355	276
Thu Apr 09 01:09:52 2015	1428556192	69	295	364	291
Thu Apr 09 01:09:36 2015	1428556176	74	295	369	292
Thu Apr 09 01:09:35 2015	1428556175	70	301	371	297
Thu Apr 09 01:09:37 2015	1428556177	72	302	374	300
Thu Apr 09 01:09:41 2015	1428556181	73	311	384	308
Thu Apr 09 01:09:51 2015	1428556191	71	323	394	315
Thu Apr 09 01:09:47 2015	1428556187	77	327	405	323
Thu Apr 09 01:09:48 2015	1428556188	69	347	416	344
Thu Apr 09 01:09:56 2015	1428556196	69	349	418	349
Thu Apr 09 01:09:49 2015	1428556189	76	344	420	343
Thu Apr 09 01:09:51 2015	1428556191	94	327	420	318
Thu Apr 09 01:09:43 2015	1428556183	74	355	430	351
Thu Apr 09 01:09:42 2015	1428556182	61	383	444	381
Thu Apr 09 01:09:55 2015	1428556195	100	344	444	340
Thu Apr 09 01:09:44 2015	1428556184	73	376	449	375
Thu Apr 09 01:09:52 2015	1428556192	62	391	453	390
Thu Apr 09 01:09:40 2015	1428556180	65	388	454	387
Thu Apr 09 01:09:52 2015	1428556192	88	372	460	369
Thu Apr 09 01:09:56 2015	1428556196	86	379	465	377
Thu Apr 09 01:09:40 2015	1428556180	74	401	475	396
Thu Apr 09 01:09:35 2015	1428556175	78	401	479	393
Thu Apr 09 01:09:40 2015	1428556180	77	409	486	408
Thu Apr 09 01:09:53 2015	1428556193	83	404	487	399
Thu Apr 09 01:09:45 2015	1428556185	72	423	495	418
Thu Apr 09 01:09:47 2015	1428556187	72	427	498	425
Thu Apr 09 01:09:46 2015	1428556186	70	435	505	430
Thu Apr 09 01:09:36 2015	1428556176	66	444	510	441
Thu Apr 09 01:09:46 2015	1428556186	58	471	529	465
Thu Apr 09 01:09:50 2015	1428556190	73	467	540	460
Thu Apr 09 01:09:50 2015	1428556190	64	479	544	461
Thu Apr 09 01:09:55 2015	1428556195	73	471	544	468
Thu Apr 09 01:09:38 2015	1428556178	74	480	554	479
Thu Apr 09 01:09:43 2015	1428556183	67	498	565	497
Thu Apr 09 01:09:44 2015	1428556184	70	500	570	493
Thu Apr 09 01:09:41 2015	1428556181	90	486	575	481
Thu Apr 09 01:09:33 2015	1428556173	159	420	579	416
Thu Apr 09 01:09:49 2015	1428556189	65	518	583	514
Thu Apr 09 01:09:48 2015	1428556188	76	507	583	505
Thu Apr 09 01:09:54 2015	1428556194	78	507	584	502
Thu Apr 09 01:09:39 2015	1428556179	80	510	589	508
Thu Apr 09 01:09:36 2015	1428556176	65	526	590	523
Thu Apr 09 01:09:34 2015	1428556174	70	524	594	520
Thu Apr 09 01:09:33 2015	1428556173	247	353	600	352
Thu Apr 09 01:09:45 2015	1428556185	79	540	619	538
