starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 01:08:54 2015	1428556134	83	241	324	236
Thu Apr 09 01:08:52 2015	1428556132	84	245	329	243
Thu Apr 09 01:08:55 2015	1428556135	85	264	349	260
Thu Apr 09 01:08:57 2015	1428556137	93	266	359	261
Thu Apr 09 01:08:51 2015	1428556131	89	324	413	321
Thu Apr 09 01:08:53 2015	1428556133	91	338	429	335
Thu Apr 09 01:08:57 2015	1428556137	84	346	430	340
Thu Apr 09 01:08:59 2015	1428556139	89	361	450	361
Thu Apr 09 01:08:51 2015	1428556131	84	392	475	388
Thu Apr 09 01:08:55 2015	1428556135	95	404	499	399
Thu Apr 09 01:08:53 2015	1428556133	87	413	499	407
Thu Apr 09 01:08:52 2015	1428556132	104	412	516	407
Thu Apr 09 01:08:56 2015	1428556136	97	421	518	418
Thu Apr 09 01:08:58 2015	1428556138	88	435	523	433
Thu Apr 09 01:08:56 2015	1428556136	81	464	545	460
Thu Apr 09 01:08:58 2015	1428556138	82	469	552	457
Thu Apr 09 01:09:00 2015	1428556140	83	490	574	489
Thu Apr 09 01:08:52 2015	1428556132	106	483	590	480
Thu Apr 09 01:08:54 2015	1428556134	102	502	604	501
Thu Apr 09 01:08:59 2015	1428556139	83	536	619	534
