starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 07:40:11 2015	1428579611	61	53	114	49
Thu Apr 09 07:40:11 2015	1428579611	62	52	114	51
Thu Apr 09 07:40:13 2015	1428579613	65	53	119	52
Thu Apr 09 07:40:13 2015	1428579613	64	55	119	52
Thu Apr 09 07:40:10 2015	1428579610	64	55	119	51
Thu Apr 09 07:40:13 2015	1428579613	65	55	119	53
Thu Apr 09 07:40:11 2015	1428579611	65	55	120	53
Thu Apr 09 07:40:11 2015	1428579611	64	56	120	52
Thu Apr 09 07:40:14 2015	1428579614	70	50	120	48
Thu Apr 09 07:40:13 2015	1428579613	69	52	121	50
Thu Apr 09 07:40:11 2015	1428579611	68	55	122	51
Thu Apr 09 07:40:14 2015	1428579614	67	56	123	53
Thu Apr 09 07:40:15 2015	1428579615	70	54	124	50
Thu Apr 09 07:40:12 2015	1428579612	69	55	124	48
Thu Apr 09 07:40:10 2015	1428579610	73	51	124	49
Thu Apr 09 07:40:13 2015	1428579613	70	55	125	50
Thu Apr 09 07:40:14 2015	1428579614	74	51	125	48
Thu Apr 09 07:40:13 2015	1428579613	71	54	126	52
Thu Apr 09 07:40:12 2015	1428579612	66	61	127	57
Thu Apr 09 07:40:14 2015	1428579614	70	57	127	56
Thu Apr 09 07:40:14 2015	1428579614	76	53	128	48
Thu Apr 09 07:40:10 2015	1428579610	79	50	128	47
Thu Apr 09 07:40:12 2015	1428579612	73	56	129	51
Thu Apr 09 07:40:13 2015	1428579613	73	55	129	51
Thu Apr 09 07:40:11 2015	1428579611	74	55	129	53
Thu Apr 09 07:40:12 2015	1428579612	77	53	129	50
Thu Apr 09 07:40:15 2015	1428579615	73	56	129	51
Thu Apr 09 07:40:11 2015	1428579611	69	61	130	57
Thu Apr 09 07:40:10 2015	1428579610	80	51	131	49
Thu Apr 09 07:40:12 2015	1428579612	80	54	133	52
Thu Apr 09 07:40:12 2015	1428579612	69	65	134	50
Thu Apr 09 07:40:12 2015	1428579612	84	51	135	49
Thu Apr 09 07:40:10 2015	1428579610	79	56	135	51
Thu Apr 09 07:40:15 2015	1428579615	78	57	135	51
Thu Apr 09 07:40:11 2015	1428579611	77	58	135	57
Thu Apr 09 07:40:14 2015	1428579614	73	62	135	56
Thu Apr 09 07:40:10 2015	1428579610	82	54	136	51
Thu Apr 09 07:40:14 2015	1428579614	69	67	136	51
Thu Apr 09 07:40:13 2015	1428579613	76	72	148	54
Thu Apr 09 07:40:14 2015	1428579614	99	56	155	52
