starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 05:45:51 2015	1428572751	36	50	87	49
Thu Apr 09 05:45:51 2015	1428572751	36	51	87	48
Thu Apr 09 05:45:51 2015	1428572751	36	51	87	50
Thu Apr 09 05:45:53 2015	1428572753	36	52	88	50
Thu Apr 09 05:45:52 2015	1428572752	36	54	89	51
Thu Apr 09 05:45:50 2015	1428572750	36	54	90	49
Thu Apr 09 05:45:52 2015	1428572752	37	52	90	48
Thu Apr 09 05:45:50 2015	1428572750	37	53	90	48
Thu Apr 09 05:45:52 2015	1428572752	38	52	90	48
Thu Apr 09 05:45:51 2015	1428572751	38	54	91	52
Thu Apr 09 05:45:53 2015	1428572753	34	57	92	53
Thu Apr 09 05:45:51 2015	1428572751	38	53	92	52
Thu Apr 09 05:45:51 2015	1428572751	36	57	93	50
Thu Apr 09 05:45:53 2015	1428572753	38	56	94	54
Thu Apr 09 05:45:52 2015	1428572752	39	55	94	51
Thu Apr 09 05:45:51 2015	1428572751	34	61	95	59
Thu Apr 09 05:45:52 2015	1428572752	39	56	95	53
Thu Apr 09 05:45:52 2015	1428572752	35	59	95	55
Thu Apr 09 05:45:51 2015	1428572751	40	54	95	50
Thu Apr 09 05:45:51 2015	1428572751	35	60	95	59
Thu Apr 09 05:45:52 2015	1428572752	40	55	95	52
Thu Apr 09 05:45:53 2015	1428572753	39	57	96	53
Thu Apr 09 05:45:52 2015	1428572752	40	58	97	56
Thu Apr 09 05:45:51 2015	1428572751	42	57	99	52
Thu Apr 09 05:45:53 2015	1428572753	38	63	100	61
Thu Apr 09 05:45:52 2015	1428572752	41	61	102	57
Thu Apr 09 05:45:53 2015	1428572753	37	68	106	61
Thu Apr 09 05:45:52 2015	1428572752	49	60	110	58
Thu Apr 09 05:45:52 2015	1428572752	59	56	115	54
Thu Apr 09 05:45:50 2015	1428572750	33	96	129	56
