starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:54:18 2015	1429523658	86	64	150	59
Mon Apr 20 05:54:17 2015	1429523657	79	80	159	56
Mon Apr 20 05:54:18 2015	1429523658	87	84	171	59
Mon Apr 20 05:54:18 2015	1429523658	82	89	171	60
Mon Apr 20 05:54:19 2015	1429523659	89	88	176	63
Mon Apr 20 05:54:18 2015	1429523658	95	84	179	59
Mon Apr 20 05:54:18 2015	1429523658	92	87	180	61
Mon Apr 20 05:54:19 2015	1429523659	103	85	187	58
Mon Apr 20 05:54:17 2015	1429523657	114	92	206	68
Mon Apr 20 05:54:18 2015	1429523658	130	84	214	59
