starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 00:33:28 2015	1429504408	89	27	116	24
Mon Apr 20 00:33:27 2015	1429504407	85	32	117	28
Mon Apr 20 00:33:29 2015	1429504409	98	26	125	26
Mon Apr 20 00:33:28 2015	1429504408	94	31	125	28
Mon Apr 20 00:33:28 2015	1429504408	94	37	131	37
Mon Apr 20 00:33:28 2015	1429504408	126	28	154	24
Mon Apr 20 00:33:28 2015	1429504408	135	41	176	41
Mon Apr 20 00:33:28 2015	1429504408	132	45	178	41
Mon Apr 20 00:33:27 2015	1429504407	129	60	189	34
Mon Apr 20 00:33:29 2015	1429504409	154	46	200	44
