starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 05:40:21 2015	1428572421	35	50	85	48
Thu Apr 09 05:40:19 2015	1428572419	34	55	90	54
Thu Apr 09 05:40:19 2015	1428572419	37	52	90	51
Thu Apr 09 05:40:22 2015	1428572422	37	53	90	51
Thu Apr 09 05:40:19 2015	1428572419	38	51	90	49
Thu Apr 09 05:40:21 2015	1428572421	39	51	90	48
Thu Apr 09 05:40:20 2015	1428572420	39	51	90	49
Thu Apr 09 05:40:19 2015	1428572419	37	53	90	49
Thu Apr 09 05:40:22 2015	1428572422	36	54	90	50
Thu Apr 09 05:40:20 2015	1428572420	35	55	91	51
Thu Apr 09 05:40:21 2015	1428572421	39	52	91	49
Thu Apr 09 05:40:21 2015	1428572421	40	52	91	50
Thu Apr 09 05:40:19 2015	1428572419	37	56	93	53
Thu Apr 09 05:40:20 2015	1428572420	38	56	94	52
Thu Apr 09 05:40:21 2015	1428572421	35	59	94	56
Thu Apr 09 05:40:22 2015	1428572422	39	55	94	54
Thu Apr 09 05:40:20 2015	1428572420	41	54	95	52
Thu Apr 09 05:40:19 2015	1428572419	38	57	95	55
Thu Apr 09 05:40:22 2015	1428572422	35	60	95	59
Thu Apr 09 05:40:20 2015	1428572420	39	56	95	51
Thu Apr 09 05:40:22 2015	1428572422	38	57	95	52
Thu Apr 09 05:40:22 2015	1428572422	41	55	96	52
Thu Apr 09 05:40:19 2015	1428572419	37	60	97	59
Thu Apr 09 05:40:22 2015	1428572422	42	56	98	54
Thu Apr 09 05:40:20 2015	1428572420	40	59	99	57
Thu Apr 09 05:40:20 2015	1428572420	39	59	99	57
Thu Apr 09 05:40:21 2015	1428572421	35	64	99	62
Thu Apr 09 05:40:22 2015	1428572422	42	57	99	53
Thu Apr 09 05:40:20 2015	1428572420	40	60	100	57
Thu Apr 09 05:40:21 2015	1428572421	41	59	100	57
Thu Apr 09 05:40:20 2015	1428572420	37	64	100	56
Thu Apr 09 05:40:20 2015	1428572420	41	62	103	57
Thu Apr 09 05:40:21 2015	1428572421	37	67	104	66
Thu Apr 09 05:40:22 2015	1428572422	38	66	104	55
Thu Apr 09 05:40:19 2015	1428572419	47	58	105	56
Thu Apr 09 05:40:22 2015	1428572422	54	52	106	50
Thu Apr 09 05:40:19 2015	1428572419	41	65	106	64
Thu Apr 09 05:40:21 2015	1428572421	38	72	110	70
Thu Apr 09 05:40:21 2015	1428572421	57	63	120	58
Thu Apr 09 05:40:23 2015	1428572423	61	61	123	60
