starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:53:20 2015	1429523600	61	62	122	59
Mon Apr 20 05:53:19 2015	1429523599	62	69	131	66
Mon Apr 20 05:53:19 2015	1429523599	59	87	146	64
Mon Apr 20 05:53:20 2015	1429523600	69	79	148	55
Mon Apr 20 05:53:19 2015	1429523599	63	86	149	59
Mon Apr 20 05:53:20 2015	1429523600	58	91	150	64
Mon Apr 20 05:53:20 2015	1429523600	77	82	160	56
Mon Apr 20 05:53:19 2015	1429523599	65	96	161	60
Mon Apr 20 05:53:20 2015	1429523600	77	88	165	63
Mon Apr 20 05:53:20 2015	1429523600	77	96	173	72
