starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 03:53:57 2015	1429516437	367	178	546	178
Mon Apr 20 03:54:00 2015	1429516440	380	175	555	175
Mon Apr 20 03:53:56 2015	1429516436	376	189	565	188
Mon Apr 20 03:53:59 2015	1429516439	380	187	567	186
Mon Apr 20 03:54:00 2015	1429516440	384	184	568	183
Mon Apr 20 03:53:57 2015	1429516437	381	187	568	186
Mon Apr 20 03:54:01 2015	1429516441	395	185	580	184
Mon Apr 20 03:53:59 2015	1429516439	415	200	616	200
Mon Apr 20 03:54:01 2015	1429516441	418	202	620	202
Mon Apr 20 03:53:58 2015	1429516438	440	214	654	213
