starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 06:06:48 2015	1429524408	30	62	91	58
Mon Apr 20 06:06:48 2015	1429524408	35	63	98	59
Mon Apr 20 06:06:49 2015	1429524409	36	65	101	61
Mon Apr 20 06:06:48 2015	1429524408	36	65	101	63
Mon Apr 20 06:06:49 2015	1429524409	36	66	102	63
Mon Apr 20 06:06:48 2015	1429524408	39	71	110	71
Mon Apr 20 06:06:48 2015	1429524408	37	85	122	61
Mon Apr 20 06:06:49 2015	1429524409	31	92	124	66
Mon Apr 20 06:06:48 2015	1429524408	35	91	126	67
Mon Apr 20 06:06:49 2015	1429524409	40	89	129	66
