starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:50:04 2015	1429523404	88	68	156	60
Mon Apr 20 05:50:03 2015	1429523403	81	81	161	57
Mon Apr 20 05:50:05 2015	1429523405	84	84	169	56
Mon Apr 20 05:50:05 2015	1429523405	86	84	170	58
Mon Apr 20 05:50:04 2015	1429523404	88	82	170	57
Mon Apr 20 05:50:05 2015	1429523405	87	87	174	61
Mon Apr 20 05:50:04 2015	1429523404	89	85	174	65
Mon Apr 20 05:50:05 2015	1429523405	86	88	174	60
Mon Apr 20 05:50:04 2015	1429523404	85	92	177	63
Mon Apr 20 05:50:04 2015	1429523404	114	88	202	64
