starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:50:25 2015	1429523425	57	85	141	58
Mon Apr 20 05:50:25 2015	1429523425	58	84	142	56
Mon Apr 20 05:50:26 2015	1429523426	59	83	142	59
Mon Apr 20 05:50:26 2015	1429523426	63	82	145	54
Mon Apr 20 05:50:26 2015	1429523426	58	87	145	63
Mon Apr 20 05:50:25 2015	1429523425	63	84	147	58
Mon Apr 20 05:50:25 2015	1429523425	70	82	152	57
Mon Apr 20 05:50:25 2015	1429523425	67	86	153	63
Mon Apr 20 05:50:25 2015	1429523425	62	96	157	67
Mon Apr 20 05:50:25 2015	1429523425	77	81	158	56
