starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 01:52:17 2015	1429509137	74	26	99	25
Mon Apr 20 01:52:17 2015	1429509137	70	30	100	29
Mon Apr 20 01:52:17 2015	1429509137	76	28	104	28
Mon Apr 20 01:52:17 2015	1429509137	76	31	106	26
Mon Apr 20 01:52:16 2015	1429509136	81	37	118	36
Mon Apr 20 01:52:17 2015	1429509137	87	35	122	35
Mon Apr 20 01:52:17 2015	1429509137	83	39	122	35
Mon Apr 20 01:52:17 2015	1429509137	84	46	130	46
Mon Apr 20 01:52:16 2015	1429509136	105	40	145	35
Mon Apr 20 01:52:17 2015	1429509137	113	39	152	38
