starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:55:44 2015	1429523744	84	84	168	59
Mon Apr 20 05:55:43 2015	1429523743	83	85	168	60
Mon Apr 20 05:55:43 2015	1429523743	91	82	173	55
Mon Apr 20 05:55:43 2015	1429523743	88	86	174	60
Mon Apr 20 05:55:43 2015	1429523743	95	83	178	59
Mon Apr 20 05:55:44 2015	1429523744	92	87	179	60
Mon Apr 20 05:55:44 2015	1429523744	91	88	180	60
Mon Apr 20 05:55:44 2015	1429523744	97	84	181	59
Mon Apr 20 05:55:43 2015	1429523743	85	101	186	58
Mon Apr 20 05:55:44 2015	1429523744	115	83	199	57
