starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 01:04:03 2015	1428642243	72	248	320	244
Fri Apr 10 01:04:02 2015	1428642242	63	282	345	279
Fri Apr 10 01:03:59 2015	1428642239	63	297	360	291
Fri Apr 10 01:04:02 2015	1428642242	71	393	464	390
Fri Apr 10 01:04:00 2015	1428642240	70	416	486	410
Fri Apr 10 01:04:01 2015	1428642241	66	429	495	426
Fri Apr 10 01:03:58 2015	1428642238	66	449	516	448
Fri Apr 10 01:03:59 2015	1428642239	75	464	539	460
Fri Apr 10 01:04:00 2015	1428642240	66	478	544	475
Fri Apr 10 01:04:01 2015	1428642241	66	493	559	491
