starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 00:33:02 2015	1428640382	69	248	317	247
Fri Apr 10 00:33:07 2015	1428640387	66	278	344	275
Fri Apr 10 00:33:10 2015	1428640390	61	284	345	280
Fri Apr 10 00:33:06 2015	1428640386	61	302	363	300
Fri Apr 10 00:33:09 2015	1428640389	66	298	363	295
Fri Apr 10 00:33:08 2015	1428640388	72	292	364	287
Fri Apr 10 00:33:11 2015	1428640391	74	290	364	288
Fri Apr 10 00:33:08 2015	1428640388	58	312	370	309
Fri Apr 10 00:33:02 2015	1428640382	67	316	383	315
Fri Apr 10 00:33:07 2015	1428640387	73	312	385	309
Fri Apr 10 00:33:04 2015	1428640384	63	324	387	320
Fri Apr 10 00:33:06 2015	1428640386	59	333	391	325
Fri Apr 10 00:33:01 2015	1428640381	68	330	398	325
Fri Apr 10 00:32:58 2015	1428640378	72	326	399	323
Fri Apr 10 00:33:13 2015	1428640393	69	330	399	305
Fri Apr 10 00:33:16 2015	1428640396	64	342	405	338
Fri Apr 10 00:33:08 2015	1428640388	65	341	406	339
Fri Apr 10 00:33:16 2015	1428640396	68	361	429	356
Fri Apr 10 00:33:18 2015	1428640398	72	357	429	355
Fri Apr 10 00:33:10 2015	1428640390	64	376	440	372
Fri Apr 10 00:32:59 2015	1428640379	63	381	443	376
Fri Apr 10 00:33:17 2015	1428640397	61	399	460	398
Fri Apr 10 00:33:05 2015	1428640385	73	387	461	381
Fri Apr 10 00:33:15 2015	1428640395	70	400	470	397
Fri Apr 10 00:33:15 2015	1428640395	63	418	481	416
Fri Apr 10 00:33:20 2015	1428640400	62	427	489	425
Fri Apr 10 00:33:05 2015	1428640385	62	431	493	429
Fri Apr 10 00:33:14 2015	1428640394	80	415	495	410
Fri Apr 10 00:33:03 2015	1428640383	65	435	500	431
Fri Apr 10 00:32:59 2015	1428640379	66	438	504	437
Fri Apr 10 00:33:14 2015	1428640394	73	437	510	433
Fri Apr 10 00:33:19 2015	1428640399	74	443	517	442
Fri Apr 10 00:33:20 2015	1428640400	89	436	526	435
Fri Apr 10 00:33:06 2015	1428640386	69	471	540	451
Fri Apr 10 00:33:13 2015	1428640393	76	469	546	468
Fri Apr 10 00:33:00 2015	1428640380	76	469	546	466
Fri Apr 10 00:33:19 2015	1428640399	92	456	548	452
Fri Apr 10 00:33:03 2015	1428640383	73	476	549	471
Fri Apr 10 00:33:10 2015	1428640390	72	478	550	477
Fri Apr 10 00:33:09 2015	1428640389	65	485	550	482
Fri Apr 10 00:33:00 2015	1428640380	69	483	552	482
Fri Apr 10 00:33:21 2015	1428640401	68	488	555	483
Fri Apr 10 00:33:12 2015	1428640392	67	493	560	491
Fri Apr 10 00:33:11 2015	1428640391	66	497	562	495
Fri Apr 10 00:33:04 2015	1428640384	63	512	575	507
Fri Apr 10 00:32:58 2015	1428640378	61	517	578	500
Fri Apr 10 00:33:01 2015	1428640381	70	509	579	507
Fri Apr 10 00:33:17 2015	1428640397	68	517	584	516
Fri Apr 10 00:33:18 2015	1428640398	71	514	585	509
Fri Apr 10 00:33:12 2015	1428640392	91	507	598	506
