starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:53:40 2015	1429523620	39	58	97	54
Mon Apr 20 05:53:40 2015	1429523620	37	67	103	61
Mon Apr 20 05:53:40 2015	1429523620	33	72	104	68
Mon Apr 20 05:53:41 2015	1429523621	36	73	109	66
Mon Apr 20 05:53:41 2015	1429523621	30	85	115	63
Mon Apr 20 05:53:40 2015	1429523620	30	87	116	61
Mon Apr 20 05:53:41 2015	1429523621	37	83	120	59
Mon Apr 20 05:53:41 2015	1429523621	40	85	125	62
Mon Apr 20 05:53:41 2015	1429523621	41	87	128	62
Mon Apr 20 05:53:41 2015	1429523621	40	91	132	64
