starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 02:22:46 2015	1428646966	88	43	131	41
Fri Apr 10 02:22:46 2015	1428646966	92	46	138	45
Fri Apr 10 02:22:47 2015	1428646967	97	42	139	39
Fri Apr 10 02:22:47 2015	1428646967	96	45	141	45
Fri Apr 10 02:22:47 2015	1428646967	104	44	148	41
Fri Apr 10 02:22:47 2015	1428646967	108	42	150	40
Fri Apr 10 02:22:46 2015	1428646966	104	46	150	42
Fri Apr 10 02:22:47 2015	1428646967	118	48	166	44
Fri Apr 10 02:22:46 2015	1428646966	138	57	195	53
Fri Apr 10 02:22:46 2015	1428646966	95	104	199	101
