starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:58:42 2015	1429523922	59	62	122	61
Mon Apr 20 05:58:42 2015	1429523922	59	65	124	62
Mon Apr 20 05:58:42 2015	1429523922	63	63	125	60
Mon Apr 20 05:58:42 2015	1429523922	63	68	131	63
Mon Apr 20 05:58:43 2015	1429523923	60	81	141	58
Mon Apr 20 05:58:43 2015	1429523923	69	73	142	69
Mon Apr 20 05:58:42 2015	1429523922	60	85	145	58
Mon Apr 20 05:58:43 2015	1429523923	61	85	146	57
Mon Apr 20 05:58:42 2015	1429523922	61	88	149	60
Mon Apr 20 05:58:43 2015	1429523923	58	192	250	189
