starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 00:42:04 2015	1428554524	72	303	375	299
Thu Apr 09 00:42:02 2015	1428554522	66	321	387	318
Thu Apr 09 00:42:03 2015	1428554523	87	372	459	369
Thu Apr 09 00:42:05 2015	1428554525	66	408	473	404
Thu Apr 09 00:42:06 2015	1428554526	68	448	516	446
Thu Apr 09 00:42:03 2015	1428554523	72	461	534	461
Thu Apr 09 00:42:06 2015	1428554526	63	477	539	476
Thu Apr 09 00:42:02 2015	1428554522	72	486	557	482
Thu Apr 09 00:42:04 2015	1428554524	72	488	560	485
Thu Apr 09 00:42:05 2015	1428554525	71	508	579	506
