starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 06:00:57 2015	1429524057	82	68	151	68
Mon Apr 20 06:00:56 2015	1429524056	79	85	165	59
Mon Apr 20 06:00:57 2015	1429524057	82	84	165	61
Mon Apr 20 06:00:56 2015	1429524056	85	85	170	58
Mon Apr 20 06:00:56 2015	1429524056	85	87	172	62
Mon Apr 20 06:00:57 2015	1429524057	90	83	173	59
Mon Apr 20 06:00:56 2015	1429524056	87	86	173	62
Mon Apr 20 06:00:57 2015	1429524057	89	85	174	59
Mon Apr 20 06:00:56 2015	1429524056	88	94	182	66
Mon Apr 20 06:00:57 2015	1429524057	103	87	189	60
