starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 06:06:33 2015	1428573993	35	249	284	245
Thu Apr 09 06:06:34 2015	1428573994	41	253	295	249
Thu Apr 09 06:06:35 2015	1428573995	36	269	305	264
Thu Apr 09 06:06:31 2015	1428573991	35	271	306	266
Thu Apr 09 06:06:35 2015	1428573995	38	272	310	267
Thu Apr 09 06:06:38 2015	1428573998	41	269	310	268
Thu Apr 09 06:06:32 2015	1428573992	37	284	321	282
Thu Apr 09 06:06:31 2015	1428573991	34	311	345	309
Thu Apr 09 06:06:37 2015	1428573997	36	318	354	318
Thu Apr 09 06:06:36 2015	1428573996	35	370	404	368
Thu Apr 09 06:06:32 2015	1428573992	35	375	410	370
Thu Apr 09 06:06:35 2015	1428573995	40	390	430	385
Thu Apr 09 06:06:33 2015	1428573993	37	398	435	392
Thu Apr 09 06:06:37 2015	1428573997	35	400	436	399
Thu Apr 09 06:06:37 2015	1428573997	64	375	439	372
Thu Apr 09 06:06:39 2015	1428573999	35	410	445	406
Thu Apr 09 06:06:36 2015	1428573996	42	408	450	403
Thu Apr 09 06:06:33 2015	1428573993	34	451	485	448
Thu Apr 09 06:06:38 2015	1428573998	37	513	550	510
Thu Apr 09 06:06:34 2015	1428573994	35	525	560	523
